date,name,county,TYPE,fips,staff_confirmed_cases,patients_confirmed_cases,staff_deaths,patients_deaths
4/19/2020,HUNTINGTON VALLEY HEALTHCARE CENTER,Orange,SN,59,1,1,0,0
4/19/2020,LA PALMA NURSING CENTER,Orange,SN,59,1,0,0,0
4/19/2020,LEISURE COURT NURSING CENTER,Orange,SN,59,1,0,0,0
4/19/2020,PARKVIEW HEALTHCARE CENTER,Orange,SN,59,1,0,0,0
4/19/2020,SEA CLIFF HEALTHCARE CENTER,Orange,SN,59,1,1,0,0
4/19/2020,WEST ANAHEIM EXTENDED CARE,Orange,SN,59,0,1,0,0
4/19/2020,WINDSOR GARDENS CONVALESCENT CENTER OF ANAHEIM,Orange,SN,59,1,0,0,0
4/19/2020,ROCK CREEK CARE CENTER,Placer,SN,61,1,0,0,0
4/19/2020,ALTA VISTA HEALTHCARE & WELLNESS CENTRE,Riverside,SN,65,0,1,0,0
4/19/2020,ARLINGTON GARDENS CARE CENTER,Riverside,SN,65,1,1,0,0
4/19/2020,COMMUNITY CARE AND REHABILITATION CENTER,Riverside,SN,65,1,25,0,0
4/19/2020,COMMUNITY CARE ON PALM,Riverside,SN,65,1,0,0,0
4/19/2020,CYPRESS GARDENS CARE CENTER,Riverside,SN,65,1,0,0,0
4/19/2020,DESERT REGIONAL MEDICAL CENTER D/P SNF,Riverside,SN,65,0,1,0,0
4/19/2020,EXTENDED CARE HOSPITAL OF RIVERSIDE,Riverside,SN,65,26,26,0,0
4/19/2020,HIGHLAND SPRINGS CARE CENTER,Riverside,SN,65,1,1,0,0
4/19/2020,INDIO NURSING AND REHABILITATION CENTER,Riverside,SN,65,0,1,0,0
4/19/2020,MANORCARE HEALTH SERVICES-HEMET,Riverside,SN,65,1,31,0,0
4/19/2020,MANORCARE HEALTH SERVICES-PALM DESERT,Riverside,SN,65,0,1,0,0
4/19/2020,PROVIDENCE ORANGE TREE,Riverside,SN,65,1,0,0,0
4/19/2020,RAMONA REHABILITATION AND POST ACUTE CARE CENTER,Riverside,SN,65,1,1,0,0
4/19/2020,RANCHO MIRAGE HEALTH AND REHABILITATION CENTER,Riverside,SN,65,1,1,0,0
4/19/2020,RIVERSIDE POSTACUTE CARE,Riverside,SN,65,1,0,0,0
4/19/2020,THE VILLAGE HEALTHCARE CENTER,Riverside,SN,65,1,0,0,0
4/19/2020,VALENCIA GARDENS HEALTH CARE CENTER,Riverside,SN,65,12,1,0,0
4/19/2020,VILLA HEALTH CARE CENTER,Riverside,SN,65,1,0,0,0
4/19/2020,VISTA PACIFICA CONVALESCENT HOSPITAL,Riverside,SN,65,1,0,0,0
4/19/2020,ACC CARE CENTER,Sacramento,SN,67,1,0,0,0
4/19/2020,CASA COLOMA HEALTH CARE CENTER,Sacramento,SN,67,0,1,0,0
4/19/2020,ESKATON CARE CENTER MANZANITA,Sacramento,SN,67,1,0,0,0
4/19/2020,MANORCARE HEALTH SERVICES (CITRUS HEIGHTS),Sacramento,SN,67,0,1,0,0
4/19/2020,MID-TOWN OAKS POST-ACUTE,Sacramento,SN,67,1,0,0,0
4/19/2020,WINDSOR EL CAMINO,Sacramento,SN,67,0,1,0,0
4/19/2020,APPLE VALLEY POST ACUTE CENTER,San Bernardino,SN,71,1,0,0,0
4/19/2020,ASISTENCIA VILLA REHABILITATION AND CARE CENTER,San Bernardino,SN,71,1,0,0,0
4/19/2020,CEDAR MOUNTAIN POST ACUTE,San Bernardino,SN,71,18,62,0,0
4/19/2020,HERITAGE GARDENS,San Bernardino,SN,71,1,0,0,0
4/19/2020,HI-DESERT MEDICAL CENTER D/P SNF,San Bernardino,SN,71,1,1,0,0
4/19/2020,LAUREL CONVALESCENT HOSPITAL,San Bernardino,SN,71,1,0,0,0
4/19/2020,ONTARIO HEALTHCARE CENTER,San Bernardino,SN,71,0,1,0,0
4/19/2020,PLYMOUTH VILLAGE OF REDLANDS,San Bernardino,SN,71,1,1,0,0
4/19/2020,PROVIDENCE ONTARIO,San Bernardino,SN,71,1,1,0,0
4/19/2020,RECHE CANYON REGIONAL REHAB CENTER,San Bernardino,SN,71,29,22,0,0
4/19/2020,SPRING VALLEY POST ACUTE LLC,San Bernardino,SN,71,1,0,0,0
4/19/2020,TERRACINA POST ACUTE,San Bernardino,SN,71,1,0,0,0
4/19/2020,TOTALLY KIDS REHABILITATION HOSPITAL - D/P SNF,San Bernardino,SN,71,1,0,0,0
4/19/2020,VILLA MESA CARE CENTER,San Bernardino,SN,71,1,0,0,0
4/19/2020,AVOCADO POST ACUTE,San Diego,SN,73,0,1,0,0
4/19/2020,BOULDER CREEK POST ACUTE,San Diego,SN,73,1,0,0,0
4/19/2020,COUNTRY HILLS POST ACUTE,San Diego,SN,73,1,19,0,0
4/19/2020,EDGEMOOR HOSPITAL DP/SNF,San Diego,SN,73,1,0,0,0
4/19/2020,LA MESA HEALTHCARE CENTER,San Diego,SN,73,1,0,0,0
4/19/2020,LEMON GROVE CARE & REHABILATION CENTER,San Diego,SN,73,1,0,0,0
4/19/2020,SAN DIEGO POST-ACUTE CENTER,San Diego,SN,73,1,0,0,0
4/19/2020,THE BRADLEY COURT,San Diego,SN,73,1,12,0,0
4/19/2020,THE SPRINGS AT PACIFIC REGENT,San Diego,SN,73,1,1,0,0
4/19/2020,VALLE VISTA CONVALESCENT HOSPITAL,San Diego,SN,73,1,0,0,0
4/19/2020,VILLA RANCHO,San Diego,SN,73,1,1,0,0
4/19/2020,CENTRAL GARDENS,San Francisco,SN,75,26,36,0,0
4/19/2020,JEWISH HOME D/P SNF,San Francisco,SN,75,0,1,0,0
4/19/2020,KINDRED TRANSITIONAL CARE AND REHABILITATION-TUNNELL CENTER,San Francisco,SN,75,1,0,0,0
4/19/2020,LAGUNA HONDA HOSPITAL & REHABILITATION CTR D/P SNF,San Francisco,SN,75,1,0,0,0
4/19/2020,SAN FRANCISCO TOWERS,San Francisco,SN,75,1,0,0,0
4/19/2020,ST ANNES HOME FOR THE AGED,San Francisco,SN,75,0,1,0,0
4/19/2020,KINDRED TRANSITIONAL CARE & REHABILITATION - VALLEY GARDENS,San Joaquin,SN,77,1,1,0,0
4/19/2020,LA SALETTE HEALTH AND REHABILITATION CENTER,San Joaquin,SN,77,1,0,0,0
4/19/2020,WAGNER HEIGHTS NURSING AND REHABILITATION CENTER,San Joaquin,SN,77,1,0,0,0
4/19/2020,BURLINGAME LONG TERM CARE D/P SNF,San Mateo,SN,81,1,1,0,0
4/19/2020,THE SEQUOIAS,San Mateo,SN,81,1,0,0,0
4/19/2020,LOMPOC SKILLED NURSING AND REHABILITATION CENTER,Santa Barbara,SN,83,1,0,0,0
4/19/2020,LOMPOC VALLEY MEDICAL CENTER COMPREHENSIVE CARE CENTER D/P SNF,Santa Barbara,SN,83,1,0,0,0
4/19/2020,A GRACE SUB ACUTE & SKILLED CARE,Santa Clara,SN,85,1,0,0,0
4/19/2020,AMBERWOOD GARDENS,Santa Clara,SN,85,1,0,0,0
4/19/2020,CANYON SPRINGS POST-ACUTE,Santa Clara,SN,85,25,39,0,0
4/19/2020,CEDAR CREST NURSING AND REHABILITATION CENTER,Santa Clara,SN,85,19,38,0,0
4/19/2020,HEALTH CARE CTR AT THE FORUM AT RANCHO SAN ANTONIO,Santa Clara,SN,85,1,0,0,0
4/19/2020,LOS ALTOS SUB-ACUTE AND REHABILITATION CENTER,Santa Clara,SN,85,1,0,0,0
4/19/2020,MOUNTAIN VIEW HEALTHCARE CENTER,Santa Clara,SN,85,1,1,0,0
4/19/2020,SKYLINE HEALTHCARE CENTER - SAN JOSE,Santa Clara,SN,85,1,1,0,0
4/19/2020,THE TERRACES OF LOS GATOS,Santa Clara,SN,85,1,0,0,0
4/19/2020,VALLEY HOUSE REHABILITATION CENTER,Santa Clara,SN,85,21,42,0,0
4/19/2020,VISTA MANOR NURSING CENTER,Santa Clara,SN,85,1,1,0,0
4/19/2020,APPLE VALLEY POST-ACUTE REHAB,Sonoma,SN,97,1,0,0,0
4/19/2020,CASA DE MODESTO,Stanislaus,SN,99,1,0,0,0
4/19/2020,ENGLISH OAKS CONVALESCENT & REHABILITATION HOSPITAL,Stanislaus,SN,99,0,1,0,0
4/19/2020,PROVIDENCE LINDSEY GARDENS,Tulare,SN,107,14,1,0,0
4/19/2020,REDWOOD SPRINGS HEALTHCARE CENTER,Tulare,SN,107,46,91,0,0
4/19/2020,CAMARILLO HEALTHCARE CENTER,Ventura,SN,111,0,1,0,0
4/19/2020,GLENWOOD CARE CENTER,Ventura,SN,111,0,1,0,0
4/19/2020,STOLLWOOD CONVALESCENT HOSPITAL,Yolo,SN,113,31,24,0,0
4/24/2020,ALAMEDA COUNTY MEDICAL CENTER D/P SNF,Alameda,SN,1,0,0,0,0
4/24/2020,ALAMEDA HEALTHCARE & WELLNESS CENTER,Alameda,SN,1,0,0,0,0
4/24/2020,ALAMEDA HOSPITAL - SOUTHSHORE CONVALESCENT,Alameda,SN,1,0,0,0,0
4/24/2020,ALAMEDA HOSPITAL D/P SNF,Alameda,SN,1,0,0,0,0
4/24/2020,ALL SAINT'S MAUBERT,Alameda,SN,1,0,0,0,0
4/24/2020,ALL SAINTS SUBACUTE & TRANSITIONAL CARE,Alameda,SN,1,0,0,0,0
4/24/2020,ASHBY CARE CENTER,Alameda,SN,1,0,0,0,0
4/24/2020,BANCROFT HEALTHCARE CENTER,Alameda,SN,1,0,0,0,0
4/24/2020,BAY AREA HEALTHCARE CENTER,Alameda,SN,1,0,0,0,0
4/24/2020,"BAY VIEW REHABILITATION HOSPITAL, LLC",Alameda,SN,1,0,0,0,0
4/24/2020,BAYPOINT HEALTHCARE CENTER,Alameda,SN,1,0,0,0,0
4/24/2020,BAYWOOD COURT HEALTH CENTER,Alameda,SN,1,0,0,0,0
4/24/2020,BELLAKEN SKILLED NURSING CENTER,Alameda,SN,1,0,0,0,0
4/24/2020,BERKELEY PINES SKILLED NURSING CENTER,Alameda,SN,1,0,0,0,0
4/24/2020,BETHESDA HOME,Alameda,SN,1,0,0,0,0
4/24/2020,CHAPARRAL HOUSE,Alameda,SN,1,0,0,0,0
4/24/2020,CREEKVIEW SKILLED NURSING,Alameda,SN,1,0,0,0,0
4/24/2020,CRESTWOOD MANOR - FREMONT,Alameda,SN,1,0,0,0,0
4/24/2020,CRESTWOOD TREATMENT CENTER,Alameda,SN,1,0,0,0,0
4/24/2020,CROWN BAY NURSING & REHABILITATION CENTER,Alameda,SN,1,0,0,0,0
4/24/2020,DRIFTWOOD HEALTHCARE CENTER - HAYWARD,Alameda,SN,1,1,1,0,0
4/24/2020,EAST BAY POST-ACUTE,Alameda,SN,1,23,27,0,0
4/24/2020,ELMWOOD CARE CENTER,Alameda,SN,1,0,0,0,0
4/24/2020,EXCELL HEALTH CARE CENTER,Alameda,SN,1,1,19,0,0
4/24/2020,FREMONT HEALTHCARE CENTER,Alameda,SN,1,0,0,0,0
4/24/2020,FRUITVALE HEALTHCARE CENTER,Alameda,SN,1,0,0,0,0
4/24/2020,GARFIELD NEUROBEHAVIORAL CENTER,Alameda,SN,1,0,0,0,0
4/24/2020,GATEWAY CARE & REHABILITATION CENTER,Alameda,SN,1,1,28,0,0
4/24/2020,HAYWARD CONVALESCENT HOSPITAL,Alameda,SN,1,0,0,0,0
4/24/2020,HAYWARD HEALTHCARE & WELLNESS CENTER,Alameda,SN,1,1,0,0,0
4/24/2020,HAYWARD HILLS HEALTH CARE CENTER,Alameda,SN,1,0,0,0,0
4/24/2020,HILLSIDE SENIOR CARE,Alameda,SN,1,0,0,0,0
4/24/2020,JONES CONVALESCENT HOSPITAL,Alameda,SN,1,0,0,0,0
4/24/2020,KAISER PERMANENTE POST-ACUTE CARE CENTER,Alameda,SN,1,0,1,0,0
4/24/2020,KYAKAMEENA CARE CENTER,Alameda,SN,1,0,0,0,0
