date,state,fips,cases,deaths,case_day,death_day
4/6/2020,Nebraska,31,437,10,61,2
4/7/2020,Nebraska,31,490,12,53,2
4/8/2020,Nebraska,31,538,14,48,2
4/9/2020,Nebraska,31,594,15,56,1
4/10/2020,Nebraska,31,678,18,84,3
4/11/2020,Nebraska,31,718,18,40,0
4/12/2020,Nebraska,31,805,18,87,0
4/13/2020,Nebraska,31,870,19,65,1
4/14/2020,Nebraska,31,930,21,60,2
4/15/2020,Nebraska,31,994,22,64,1
4/16/2020,Nebraska,31,1094,24,100,2
4/17/2020,Nebraska,31,1216,24,122,0
4/18/2020,Nebraska,31,1348,28,132,4
4/19/2020,Nebraska,31,1473,28,125,0
4/20/2020,Nebraska,31,1646,33,173,5
4/21/2020,Nebraska,31,1726,38,80,5
4/22/2020,Nebraska,31,1826,42,100,4
4/23/2020,Nebraska,31,2190,46,364,4
4/24/2020,Nebraska,31,2474,50,284,4
4/25/2020,Nebraska,31,2898,52,424,2
4/26/2020,Nebraska,31,3126,54,228,2
4/27/2020,Nebraska,31,3487,54,361,0
4/28/2020,Nebraska,31,3613,56,126,2
4/29/2020,Nebraska,31,3876,67,263,11
4/30/2020,Nebraska,31,4332,70,456,3
5/1/2020,Nebraska,31,4838,72,506,2
5/2/2020,Nebraska,31,5332,75,494,3
5/3/2020,Nebraska,31,5686,77,354,2
5/4/2020,Nebraska,31,6123,78,437,1
5/5/2020,Nebraska,31,6442,81,319,3
5/6/2020,Nebraska,31,6771,85,329,4
5/7/2020,Nebraska,31,7190,91,419,6
5/8/2020,Nebraska,31,7830,92,640,1
5/9/2020,Nebraska,31,8233,95,403,3
5/10/2020,Nebraska,31,8328,97,95,2
5/11/2020,Nebraska,31,8575,99,247,2
5/12/2020,Nebraska,31,8732,102,157,3
5/13/2020,Nebraska,31,9072,106,340,4
5/14/2020,Nebraska,31,9411,117,339,11
5/15/2020,Nebraska,31,9766,122,355,5
5/16/2020,Nebraska,31,10220,129,454,7
5/17/2020,Nebraska,31,10348,129,128,0
5/18/2020,Nebraska,31,10625,132,277,3
5/19/2020,Nebraska,31,10846,136,221,4
5/20/2020,Nebraska,31,11119,141,273,5
5/21/2020,Nebraska,31,11424,148,305,7
5/22/2020,Nebraska,31,11662,149,238,1
5/23/2020,Nebraska,31,11989,150,327,1
5/24/2020,Nebraska,31,12134,153,145,3
5/25/2020,Nebraska,31,12355,155,221,2
5/26/2020,Nebraska,31,12619,160,264,5
5/27/2020,Nebraska,31,12976,168,357,8
5/28/2020,Nebraska,31,13261,170,285,2
5/29/2020,Nebraska,31,13654,177,393,7
5/30/2020,Nebraska,31,13905,177,251,0
5/31/2020,Nebraska,31,14101,178,196,1
6/1/2020,Nebraska,31,14345,183,244,5
6/2/2020,Nebraska,31,14611,187,266,4
6/3/2020,Nebraska,31,14866,189,255,2
6/4/2020,Nebraska,31,15117,193,251,4
6/5/2020,Nebraska,31,15379,193,262,0
6/6/2020,Nebraska,31,15543,196,164,3
6/7/2020,Nebraska,31,15634,196,91,0
6/8/2020,Nebraska,31,15752,196,118,0
6/9/2020,Nebraska,31,15888,199,136,3
3/5/2020,Nevada,32,2,0,2,0
3/6/2020,Nevada,32,2,0,0,0
3/7/2020,Nevada,32,2,0,0,0
3/8/2020,Nevada,32,4,0,2,0
3/9/2020,Nevada,32,4,0,0,0
3/10/2020,Nevada,32,4,0,0,0
3/11/2020,Nevada,32,7,0,3,0
3/12/2020,Nevada,32,11,0,4,0
3/13/2020,Nevada,32,19,0,8,0
3/14/2020,Nevada,32,21,0,2,0
3/15/2020,Nevada,32,26,0,5,0
3/16/2020,Nevada,32,45,1,19,1
3/17/2020,Nevada,32,55,1,10,0
3/18/2020,Nevada,32,82,1,27,0
3/19/2020,Nevada,32,99,1,17,0
3/20/2020,Nevada,32,165,2,66,1
3/21/2020,Nevada,32,165,2,0,0
3/22/2020,Nevada,32,190,2,25,0
3/23/2020,Nevada,32,265,4,75,2
3/24/2020,Nevada,32,315,6,50,2
3/25/2020,Nevada,32,405,10,90,4
3/26/2020,Nevada,32,535,10,130,0
3/27/2020,Nevada,32,621,10,86,0
3/28/2020,Nevada,32,738,14,117,4
3/29/2020,Nevada,32,920,15,182,1
3/30/2020,Nevada,32,1044,18,124,3
3/31/2020,Nevada,32,1113,26,69,8
4/1/2020,Nevada,32,1279,32,166,6
4/2/2020,Nevada,32,1458,38,179,6
4/3/2020,Nevada,32,1549,43,91,5
4/4/2020,Nevada,32,1758,46,209,3
4/5/2020,Nevada,32,1880,46,122,0
4/6/2020,Nevada,32,1971,58,91,12
4/7/2020,Nevada,32,2101,60,130,2
4/8/2020,Nevada,32,2318,80,217,20
4/9/2020,Nevada,32,2456,82,138,2
4/10/2020,Nevada,32,2606,86,150,4
4/11/2020,Nevada,32,2720,111,114,25
4/12/2020,Nevada,32,2860,113,140,2
4/13/2020,Nevada,32,3036,114,176,1
4/14/2020,Nevada,32,3137,130,101,16
4/15/2020,Nevada,32,3212,137,75,7
4/16/2020,Nevada,32,3321,142,109,5
4/17/2020,Nevada,32,3524,151,203,9
4/18/2020,Nevada,32,3626,155,102,4
4/19/2020,Nevada,32,3710,158,84,3
4/20/2020,Nevada,32,3830,163,120,5
4/21/2020,Nevada,32,3937,163,107,0
4/22/2020,Nevada,32,4081,187,144,24
4/23/2020,Nevada,32,4208,195,127,8
4/24/2020,Nevada,32,4398,203,190,8
4/25/2020,Nevada,32,4539,206,141,3
4/26/2020,Nevada,32,4638,206,99,0
4/27/2020,Nevada,32,4708,219,70,13
4/28/2020,Nevada,32,4812,225,104,6
4/29/2020,Nevada,32,4934,237,122,12
4/30/2020,Nevada,32,5053,243,119,6
5/1/2020,Nevada,32,5249,254,196,11
5/2/2020,Nevada,32,5390,257,141,3
5/3/2020,Nevada,32,5473,262,83,5
5/4/2020,Nevada,32,5627,266,154,4
5/5/2020,Nevada,32,5665,276,38,10
5/6/2020,Nevada,32,5744,286,79,10
5/7/2020,Nevada,32,5858,293,114,7
5/8/2020,Nevada,32,5942,301,84,8
5/9/2020,Nevada,32,6046,306,104,5
5/10/2020,Nevada,32,6120,306,74,0
5/11/2020,Nevada,32,6152,312,32,6
5/12/2020,Nevada,32,6311,321,159,9
5/13/2020,Nevada,32,6482,331,171,10
5/14/2020,Nevada,32,6604,339,122,8
5/15/2020,Nevada,32,6733,345,129,6
5/16/2020,Nevada,32,6810,349,77,4
5/17/2020,Nevada,32,6935,350,125,1
5/18/2020,Nevada,32,7059,364,124,14
5/19/2020,Nevada,32,7169,373,110,9
5/20/2020,Nevada,32,7301,378,132,5
5/21/2020,Nevada,32,7402,381,101,3
5/22/2020,Nevada,32,7531,387,129,6
5/23/2020,Nevada,32,7769,392,238,5
5/24/2020,Nevada,32,7886,394,117,2
5/25/2020,Nevada,32,7959,396,73,2
5/26/2020,Nevada,32,8059,396,100,0
5/27/2020,Nevada,32,8150,402,91,6
5/28/2020,Nevada,32,8247,410,97,8
5/29/2020,Nevada,32,8375,415,128,5
5/30/2020,Nevada,32,8519,417,144,2
5/31/2020,Nevada,32,8628,419,109,2
6/1/2020,Nevada,32,8701,420,73,1
6/2/2020,Nevada,32,8858,420,157,0
6/3/2020,Nevada,32,8950,429,92,9
6/4/2020,Nevada,32,9118,429,168,0
6/5/2020,Nevada,32,9306,436,188,7
6/6/2020,Nevada,32,9494,437,188,1
6/7/2020,Nevada,32,9673,438,179,1
6/8/2020,Nevada,32,9815,442,142,4
6/9/2020,Nevada,32,10046,445,231,3
3/2/2020,New Hampshire,33,1,0,1,0
3/3/2020,New Hampshire,33,2,0,1,0
3/4/2020,New Hampshire,33,2,0,0,0
3/5/2020,New Hampshire,33,2,0,0,0
3/6/2020,New Hampshire,33,2,0,0,0
3/7/2020,New Hampshire,33,4,0,2,0
3/8/2020,New Hampshire,33,4,0,0,0
3/9/2020,New Hampshire,33,4,0,0,0
3/10/2020,New Hampshire,33,5,0,1,0
3/11/2020,New Hampshire,33,5,0,0,0
3/12/2020,New Hampshire,33,6,0,1,0
3/13/2020,New Hampshire,33,7,0,1,0
3/14/2020,New Hampshire,33,7,0,0,0
3/15/2020,New Hampshire,33,13,0,6,0
3/16/2020,New Hampshire,33,17,0,4,0
3/17/2020,New Hampshire,33,26,0,9,0
3/18/2020,New Hampshire,33,39,0,13,0
3/19/2020,New Hampshire,33,44,0,5,0
3/20/2020,New Hampshire,33,55,0,11,0
3/21/2020,New Hampshire,33,65,0,10,0
3/22/2020,New Hampshire,33,78,0,13,0
3/23/2020,New Hampshire,33,101,1,23,1
3/24/2020,New Hampshire,33,108,1,7,0
3/25/2020,New Hampshire,33,137,1,29,0
3/26/2020,New Hampshire,33,158,1,21,0
3/27/2020,New Hampshire,33,187,2,29,1
3/28/2020,New Hampshire,33,214,2,27,0
3/29/2020,New Hampshire,33,258,3,44,1
3/30/2020,New Hampshire,33,314,3,56,0
3/31/2020,New Hampshire,33,367,3,53,0
4/1/2020,New Hampshire,33,415,4,48,1
4/2/2020,New Hampshire,33,479,5,64,1
4/3/2020,New Hampshire,33,540,7,61,2
4/4/2020,New Hampshire,33,621,9,81,2
4/5/2020,New Hampshire,33,669,9,48,0
4/6/2020,New Hampshire,33,715,9,46,0
4/7/2020,New Hampshire,33,747,13,32,4
4/8/2020,New Hampshire,33,788,18,41,5
4/9/2020,New Hampshire,33,819,21,31,3
4/10/2020,New Hampshire,33,885,22,66,1
4/11/2020,New Hampshire,33,929,23,44,1
4/12/2020,New Hampshire,33,985,23,56,0
4/13/2020,New Hampshire,33,1020,23,35,0
4/14/2020,New Hampshire,33,1091,27,71,4
4/15/2020,New Hampshire,33,1139,32,48,5
4/16/2020,New Hampshire,33,1211,34,72,2
4/17/2020,New Hampshire,33,1287,37,76,3
4/18/2020,New Hampshire,33,1342,38,55,1
4/19/2020,New Hampshire,33,1392,41,50,3
4/20/2020,New Hampshire,33,1447,42,55,1
4/21/2020,New Hampshire,33,1491,42,44,0
4/22/2020,New Hampshire,33,1588,48,97,6
4/23/2020,New Hampshire,33,1670,51,82,3
4/24/2020,New Hampshire,33,1720,53,50,2
4/25/2020,New Hampshire,33,1793,60,73,7
4/26/2020,New Hampshire,33,1864,60,71,0
4/27/2020,New Hampshire,33,1938,60,74,0
4/28/2020,New Hampshire,33,2010,60,72,0
4/29/2020,New Hampshire,33,2054,66,44,6
4/30/2020,New Hampshire,33,2146,72,92,6
5/1/2020,New Hampshire,33,2310,81,164,9
5/2/2020,New Hampshire,33,2429,84,119,3
5/3/2020,New Hampshire,33,2518,86,89,2
5/4/2020,New Hampshire,33,2588,86,70,0
5/5/2020,New Hampshire,33,2636,92,48,6
5/6/2020,New Hampshire,33,2741,111,105,19
5/7/2020,New Hampshire,33,2843,114,102,3
5/8/2020,New Hampshire,33,2947,121,104,7
5/9/2020,New Hampshire,33,3011,131,64,10
5/10/2020,New Hampshire,33,3071,133,60,2
5/11/2020,New Hampshire,33,3160,133,89,0
5/12/2020,New Hampshire,33,3239,142,79,9
5/13/2020,New Hampshire,33,3299,150,60,8
5/14/2020,New Hampshire,33,3382,151,83,1
5/15/2020,New Hampshire,33,3464,159,82,8
5/16/2020,New Hampshire,33,3556,171,92,12
5/17/2020,New Hampshire,33,3596,172,40,1
5/18/2020,New Hampshire,33,3652,172,56,0
5/19/2020,New Hampshire,33,3721,182,69,10
5/20/2020,New Hampshire,33,3868,190,147,8
5/21/2020,New Hampshire,33,3935,199,67,9
5/22/2020,New Hampshire,33,4014,204,79,5
5/23/2020,New Hampshire,33,4089,208,75,4
5/24/2020,New Hampshire,33,4149,209,60,1
5/25/2020,New Hampshire,33,4197,210,48,1
5/26/2020,New Hampshire,33,4231,214,34,4
5/27/2020,New Hampshire,33,4286,223,55,9
5/28/2020,New Hampshire,33,4389,232,103,9
5/29/2020,New Hampshire,33,4492,238,103,6
5/30/2020,New Hampshire,33,4545,242,53,4
5/31/2020,New Hampshire,33,4651,245,106,3
6/1/2020,New Hampshire,33,4685,245,34,0
6/2/2020,New Hampshire,33,4749,256,64,11
6/3/2020,New Hampshire,33,4795,265,46,9
6/4/2020,New Hampshire,33,4876,273,81,8
6/5/2020,New Hampshire,33,4953,278,77,5
6/6/2020,New Hampshire,33,5019,283,66,5
6/7/2020,New Hampshire,33,5043,286,24,3
6/8/2020,New Hampshire,33,5079,286,36,0
6/9/2020,New Hampshire,33,5132,294,53,8
3/4/2020,New Jersey,34,1,0,1,0
3/5/2020,New Jersey,34,2,0,1,0
3/6/2020,New Jersey,34,4,0,2,0
3/7/2020,New Jersey,34,4,0,0,0
3/8/2020,New Jersey,34,6,0,2,0
3/9/2020,New Jersey,34,11,0,5,0
3/10/2020,New Jersey,34,15,1,4,1
3/11/2020,New Jersey,34,23,1,8,0
3/12/2020,New Jersey,34,29,1,6,0
3/13/2020,New Jersey,34,50,1,21,0
3/14/2020,New Jersey,34,75,2,25,1
3/15/2020,New Jersey,34,98,2,23,0
3/16/2020,New Jersey,34,176,3,78,1
3/17/2020,New Jersey,34,268,3,92,0
3/18/2020,New Jersey,34,427,5,159,2
3/19/2020,New Jersey,34,735,9,308,4
3/20/2020,New Jersey,34,896,11,161,2
3/21/2020,New Jersey,34,1336,16,440,5
3/22/2020,New Jersey,34,1914,20,578,4
3/23/2020,New Jersey,34,2844,27,930,7
3/24/2020,New Jersey,34,3675,44,831,17
3/25/2020,New Jersey,34,4402,62,727,18
3/26/2020,New Jersey,34,6876,81,2474,19
3/27/2020,New Jersey,34,8825,108,1949,27
3/28/2020,New Jersey,34,11124,140,2299,32
3/29/2020,New Jersey,34,13386,161,2262,21
3/30/2020,New Jersey,34,16636,199,3250,38
3/31/2020,New Jersey,34,18696,267,2060,68
4/1/2020,New Jersey,34,22255,355,3559,88
4/2/2020,New Jersey,34,25590,539,3335,184
4/3/2020,New Jersey,34,29895,647,4305,108
4/4/2020,New Jersey,34,34124,847,4229,200
4/5/2020,New Jersey,34,37505,917,3381,70
4/6/2020,New Jersey,34,41090,1005,3585,88
4/7/2020,New Jersey,34,44416,1232,3326,227
4/8/2020,New Jersey,34,47437,1504,3021,272
4/9/2020,New Jersey,34,51027,1700,3590,196
4/10/2020,New Jersey,34,54588,1932,3561,232
4/11/2020,New Jersey,34,58151,2183,3563,251
4/12/2020,New Jersey,34,61850,2350,3699,167
4/13/2020,New Jersey,34,64584,2443,2734,93
4/14/2020,New Jersey,34,68824,2805,4240,362
4/15/2020,New Jersey,34,71030,3156,2206,351
4/16/2020,New Jersey,34,75317,3518,4287,362
4/17/2020,New Jersey,34,78467,3840,3150,322
4/18/2020,New Jersey,34,81420,4070,2953,230
4/19/2020,New Jersey,34,85301,4202,3881,132
4/20/2020,New Jersey,34,88806,4377,3505,175
4/21/2020,New Jersey,34,92387,4753,3581,376
4/22/2020,New Jersey,34,95865,5063,3478,310
4/23/2020,New Jersey,34,99989,5368,4124,305
4/24/2020,New Jersey,34,102196,5617,2207,249
4/25/2020,New Jersey,34,105523,5863,3327,246
4/26/2020,New Jersey,34,109038,5938,3515,75
4/27/2020,New Jersey,34,111188,6044,2150,106
4/28/2020,New Jersey,34,113856,6442,2668,398
4/29/2020,New Jersey,34,116264,6770,2408,328
4/30/2020,New Jersey,34,118652,7228,2388,458
5/1/2020,New Jersey,34,121190,7538,2538,310
5/2/2020,New Jersey,34,123717,7742,2527,204
5/3/2020,New Jersey,34,126744,7871,3027,129
5/4/2020,New Jersey,34,128269,7910,1525,39
5/5/2020,New Jersey,34,130593,8244,2324,334
5/6/2020,New Jersey,34,131890,8549,1297,305
5/7/2020,New Jersey,34,133635,8801,1745,252
5/8/2020,New Jersey,34,135454,8952,1819,151
5/9/2020,New Jersey,34,137085,9116,1631,164
5/10/2020,New Jersey,34,138532,9255,1447,139
5/11/2020,New Jersey,34,139945,9310,1413,55
5/12/2020,New Jersey,34,140743,9508,798,198
5/13/2020,New Jersey,34,141560,9702,817,194
5/14/2020,New Jersey,34,142704,9946,1144,244
5/15/2020,New Jersey,34,143905,10138,1201,192
5/16/2020,New Jersey,34,145089,10249,1184,111
5/17/2020,New Jersey,34,146334,10356,1245,107
5/18/2020,New Jersey,34,148039,10435,1705,79
5/19/2020,New Jersey,34,149013,10586,974,151
5/20/2020,New Jersey,34,150399,10747,1386,161
5/21/2020,New Jersey,34,151472,10843,1073,96
5/22/2020,New Jersey,34,152719,10985,1247,142
5/23/2020,New Jersey,34,153104,11081,385,96
5/24/2020,New Jersey,34,154154,11133,1050,52
5/25/2020,New Jersey,34,155092,11144,938,11
5/26/2020,New Jersey,34,155764,11191,672,47
5/27/2020,New Jersey,34,156628,11339,864,148
5/28/2020,New Jersey,34,157815,11401,1187,62
5/29/2020,New Jersey,34,158844,11531,1029,130
5/30/2020,New Jersey,34,159608,11634,764,103
5/31/2020,New Jersey,34,160445,11698,837,64
6/1/2020,New Jersey,34,160918,11721,473,23
6/2/2020,New Jersey,34,161545,11770,627,49
6/3/2020,New Jersey,34,162068,11880,523,110
6/4/2020,New Jersey,34,162530,11970,462,90
6/5/2020,New Jersey,34,163336,12049,806,79
6/6/2020,New Jersey,34,163893,12106,557,57
6/7/2020,New Jersey,34,164164,12176,271,70
6/8/2020,New Jersey,34,164497,12214,333,38
6/9/2020,New Jersey,34,164796,12303,299,89
3/11/2020,New Mexico,35,4,0,4,0
3/12/2020,New Mexico,35,6,0,2,0
3/13/2020,New Mexico,35,10,0,4,0
3/14/2020,New Mexico,35,13,0,3,0
3/15/2020,New Mexico,35,17,0,4,0
3/16/2020,New Mexico,35,21,0,4,0
3/17/2020,New Mexico,35,23,0,2,0
3/18/2020,New Mexico,35,28,0,5,0
3/19/2020,New Mexico,35,35,0,7,0
3/20/2020,New Mexico,35,43,0,8,0
3/21/2020,New Mexico,35,57,0,14,0
3/22/2020,New Mexico,35,65,0,8,0
3/23/2020,New Mexico,35,83,0,18,0
3/24/2020,New Mexico,35,100,0,17,0
3/25/2020,New Mexico,35,112,1,12,1
3/26/2020,New Mexico,35,136,1,24,0
3/27/2020,New Mexico,35,191,1,55,0
3/28/2020,New Mexico,35,208,2,17,1
3/29/2020,New Mexico,35,237,2,29,0
3/30/2020,New Mexico,35,281,4,44,2
3/31/2020,New Mexico,35,315,5,34,1
4/1/2020,New Mexico,35,363,6,48,1
4/2/2020,New Mexico,35,403,7,40,1
4/3/2020,New Mexico,35,495,10,92,3
4/4/2020,New Mexico,35,543,11,48,1
4/5/2020,New Mexico,35,624,12,81,1
4/6/2020,New Mexico,35,686,12,62,0
4/7/2020,New Mexico,35,794,13,108,1
4/8/2020,New Mexico,35,865,16,71,3
4/9/2020,New Mexico,35,989,17,124,1
4/10/2020,New Mexico,35,1090,19,101,2
4/11/2020,New Mexico,35,1174,20,84,1
4/12/2020,New Mexico,35,1245,26,71,6
4/13/2020,New Mexico,35,1345,31,100,5
4/14/2020,New Mexico,35,1407,36,62,5
4/15/2020,New Mexico,35,1484,36,77,0
4/16/2020,New Mexico,35,1597,44,113,8
4/17/2020,New Mexico,35,1711,51,114,7
4/18/2020,New Mexico,35,1798,53,87,2
4/19/2020,New Mexico,35,1845,55,47,2
4/20/2020,New Mexico,35,1971,58,126,3
4/21/2020,New Mexico,35,2072,65,101,7
4/22/2020,New Mexico,35,2210,71,138,6
4/23/2020,New Mexico,35,2379,78,169,7
4/24/2020,New Mexico,35,2524,84,145,6
4/25/2020,New Mexico,35,2662,93,138,9
4/26/2020,New Mexico,35,2728,99,66,6
4/27/2020,New Mexico,35,2825,104,97,5
4/28/2020,New Mexico,35,2975,110,150,6
4/29/2020,New Mexico,35,3213,112,238,2
4/30/2020,New Mexico,35,3411,123,198,11
5/1/2020,New Mexico,35,3513,131,102,8
5/2/2020,New Mexico,35,3732,139,219,8
5/3/2020,New Mexico,35,3850,151,118,12
5/4/2020,New Mexico,35,4030,156,180,5
5/5/2020,New Mexico,35,4137,162,107,6
5/6/2020,New Mexico,35,4290,169,153,7
5/7/2020,New Mexico,35,4492,172,202,3
5/8/2020,New Mexico,35,4673,181,181,9
5/9/2020,New Mexico,35,4778,191,105,10
5/10/2020,New Mexico,35,4863,200,85,9
5/11/2020,New Mexico,35,5069,208,206,8
5/12/2020,New Mexico,35,5212,219,143,11
5/13/2020,New Mexico,35,5364,231,152,12
5/14/2020,New Mexico,35,5503,242,139,11
5/15/2020,New Mexico,35,5662,253,159,11
5/16/2020,New Mexico,35,5847,259,185,6
5/17/2020,New Mexico,35,5938,265,91,6
5/18/2020,New Mexico,35,6096,270,158,5
5/19/2020,New Mexico,35,6192,276,96,6
5/20/2020,New Mexico,35,6338,283,146,7
5/21/2020,New Mexico,35,6472,294,134,11
5/22/2020,New Mexico,35,6625,302,153,8
5/23/2020,New Mexico,35,6795,308,170,6
5/24/2020,New Mexico,35,6943,317,148,9
5/25/2020,New Mexico,35,7026,320,83,3
5/26/2020,New Mexico,35,7130,325,104,5
5/27/2020,New Mexico,35,7252,329,122,4
5/28/2020,New Mexico,35,7364,335,112,6
5/29/2020,New Mexico,35,7493,344,129,9
5/30/2020,New Mexico,35,7624,351,131,7
5/31/2020,New Mexico,35,7689,356,65,5
6/1/2020,New Mexico,35,7800,362,111,6
6/2/2020,New Mexico,35,8024,367,224,5
6/3/2020,New Mexico,35,8140,375,116,8
6/4/2020,New Mexico,35,8353,383,213,8
6/5/2020,New Mexico,35,8672,387,319,4
6/6/2020,New Mexico,35,8800,392,128,5
6/7/2020,New Mexico,35,8940,396,140,4
6/8/2020,New Mexico,35,9062,400,122,4
6/9/2020,New Mexico,35,9105,404,43,4
3/1/2020,New York,36,1,0,1,0
3/2/2020,New York,36,1,0,0,0
3/3/2020,New York,36,2,0,1,0
3/4/2020,New York,36,11,0,9,0
3/5/2020,New York,36,22,0,11,0
3/6/2020,New York,36,44,0,22,0
3/7/2020,New York,36,89,0,45,0
3/8/2020,New York,36,106,0,17,0
3/9/2020,New York,36,142,0,36,0
3/10/2020,New York,36,173,0,31,0
3/11/2020,New York,36,217,0,44,0
3/12/2020,New York,36,326,0,109,0
3/13/2020,New York,36,421,0,95,0
3/14/2020,New York,36,610,2,189,2
3/15/2020,New York,36,732,6,122,4
3/16/2020,New York,36,950,10,218,4
3/17/2020,New York,36,1375,18,425,8
3/18/2020,New York,36,2387,32,1012,14
3/19/2020,New York,36,4161,39,1774,7
3/20/2020,New York,36,7113,68,2952,29
3/21/2020,New York,36,10371,95,3258,27
3/22/2020,New York,36,15188,142,4817,47
3/23/2020,New York,36,20899,183,5711,41
3/24/2020,New York,36,25703,256,4804,73
3/25/2020,New York,36,33116,375,7413,119
3/26/2020,New York,36,39057,502,5941,127
3/27/2020,New York,36,44745,645,5688,143
3/28/2020,New York,36,53516,935,8771,290
3/29/2020,New York,36,59783,1180,6267,245
3/30/2020,New York,36,67462,1512,7679,332
3/31/2020,New York,36,76211,1929,8749,417
4/1/2020,New York,36,84363,2415,8152,486
4/2/2020,New York,36,92971,2963,8608,548
4/3/2020,New York,36,103651,3716,10680,753
4/4/2020,New York,36,115963,4535,12312,819
4/5/2020,New York,36,124085,5335,8122,800
4/6/2020,New York,36,132061,6130,7976,795
4/7/2020,New York,36,141703,7185,9642,1055
4/8/2020,New York,36,151271,8138,9568,953
4/9/2020,New York,36,162036,9166,10765,1028
4/10/2020,New York,36,172830,10162,10794,996
4/11/2020,New York,36,182990,11159,10160,997
4/12/2020,New York,36,191425,12116,8435,957
4/13/2020,New York,36,197973,12998,6548,882
4/14/2020,New York,36,205375,14001,7402,1003
4/15/2020,New York,36,217130,14937,11755,936
4/16/2020,New York,36,225761,15669,8631,732
4/17/2020,New York,36,233293,16473,7532,804
4/18/2020,New York,36,240542,17141,7249,668
4/19/2020,New York,36,246741,17793,6199,652
4/20/2020,New York,36,251608,18412,4867,619
4/21/2020,New York,36,255932,19040,4324,628
4/22/2020,New York,36,261591,19647,5659,607
4/23/2020,New York,36,267932,20212,6341,565
4/24/2020,New York,36,276218,20759,8286,547
4/25/2020,New York,36,286901,21326,10683,567
4/26/2020,New York,36,292914,21804,6013,478
4/27/2020,New York,36,296991,22267,4077,463
4/28/2020,New York,36,300276,22777,3285,510
4/29/2020,New York,36,304994,23287,4718,510
4/30/2020,New York,36,309696,23616,4702,329
5/1/2020,New York,36,313575,23841,3879,225
5/2/2020,New York,36,318134,24035,4559,194
5/3/2020,New York,36,321833,24576,3699,541
5/4/2020,New York,36,324357,24788,2524,212
5/5/2020,New York,36,326659,25028,2302,240
5/6/2020,New York,36,329405,25956,2746,928
5/7/2020,New York,36,332931,26206,3526,250
5/8/2020,New York,36,335804,26358,2873,152
5/9/2020,New York,36,338519,26584,2715,226
5/10/2020,New York,36,340657,26798,2138,214
5/11/2020,New York,36,342267,27003,1610,205
5/12/2020,New York,36,343705,27282,1438,279
5/13/2020,New York,36,345828,27448,2123,166
5/14/2020,New York,36,348192,27617,2364,169
5/15/2020,New York,36,350951,27755,2759,138
5/16/2020,New York,36,353136,27953,2185,198
5/17/2020,New York,36,355037,28168,1901,215
5/18/2020,New York,36,356278,28302,1241,134
5/19/2020,New York,36,357757,28437,1479,135
5/20/2020,New York,36,359235,28540,1478,103
5/21/2020,New York,36,361313,28663,2078,123
5/22/2020,New York,36,362991,28802,1678,139
5/23/2020,New York,36,364745,28900,1754,98
5/24/2020,New York,36,366346,29046,1601,146
5/25/2020,New York,36,367625,29138,1279,92
5/26/2020,New York,36,368669,29241,1044,103
5/27/2020,New York,36,369801,29339,1132,98
5/28/2020,New York,36,371559,29438,1758,99
5/29/2020,New York,36,373108,29535,1549,97
5/30/2020,New York,36,374471,29612,1363,77
5/31/2020,New York,36,375575,29699,1104,87
6/1/2020,New York,36,376520,29766,945,67
6/2/2020,New York,36,377881,29847,1361,81
6/3/2020,New York,36,378924,29918,1043,71
6/4/2020,New York,36,379977,30011,1053,93
6/5/2020,New York,36,381019,30066,1042,55
6/6/2020,New York,36,382102,30123,1083,57
6/7/2020,New York,36,382879,30183,777,60
6/8/2020,New York,36,383591,30239,712,56
6/9/2020,New York,36,384281,30309,690,70
3/3/2020,North Carolina,37,1,0,1,0
3/4/2020,North Carolina,37,1,0,0,0
3/5/2020,North Carolina,37,1,0,0,0
3/6/2020,North Carolina,37,2,0,1,0
3/7/2020,North Carolina,37,2,0,0,0
3/8/2020,North Carolina,37,2,0,0,0
3/9/2020,North Carolina,37,7,0,5,0
3/10/2020,North Carolina,37,7,0,0,0
3/11/2020,North Carolina,37,8,0,1,0
3/12/2020,North Carolina,37,16,0,8,0
3/13/2020,North Carolina,37,18,0,2,0
3/14/2020,North Carolina,37,25,0,7,0
3/15/2020,North Carolina,37,32,0,7,0
3/16/2020,North Carolina,37,34,0,2,0
3/17/2020,North Carolina,37,42,0,8,0
3/18/2020,North Carolina,37,66,0,24,0
3/19/2020,North Carolina,37,104,0,38,0
3/20/2020,North Carolina,37,144,0,40,0
3/21/2020,North Carolina,37,184,0,40,0
3/22/2020,North Carolina,37,269,0,85,0
3/23/2020,North Carolina,37,302,0,33,0
3/24/2020,North Carolina,37,397,0,95,0
3/25/2020,North Carolina,37,561,1,164,1
3/26/2020,North Carolina,37,637,2,76,1
3/27/2020,North Carolina,37,782,3,145,1
3/28/2020,North Carolina,37,971,4,189,1
3/29/2020,North Carolina,37,1164,6,193,2
3/30/2020,North Carolina,37,1302,6,138,0
3/31/2020,North Carolina,37,1526,10,224,4
4/1/2020,North Carolina,37,1580,11,54,1
4/2/2020,North Carolina,37,1857,17,277,6
4/3/2020,North Carolina,37,2093,19,236,2
4/4/2020,North Carolina,37,2402,30,309,11
4/5/2020,North Carolina,37,2585,37,183,7
4/6/2020,North Carolina,37,2870,40,285,3
4/7/2020,North Carolina,37,3220,50,350,10
4/8/2020,North Carolina,37,3423,61,203,11
4/9/2020,North Carolina,37,3651,74,228,13
